"","Alapterület","Szobák száma"," Hitelre van szükséged? Kalkulálj! ","Ingatlan állapota","Komfort","Energiatanúsítvány","Emelet","Épület szintjei","Lift","Belmagasság","Fűtés","Légkondicionáló","Akadálymentesített","Fürdő és WC","Tájolás","Kilátás","Kertkapcsolatos","Tetőtér","Parkolás","Építés éve","Rezsiköltség","Erkély","Parkolóhely ára","Panelprogram"," 220 000 € "," 109 510 € "," 80 880 € "," 97 330 € "," 69 540 € "," 97 150 € "," 76 000 € "," 118 000 € "," 178 250 € "," 69 180 € "," 71 470 € "," 195 690 € "," 193 860 € "," 220 090 € "," 144 900 € "," 103 640 € "," 250 000 € "," 208 000 € "," 140 000 € "," 83 050 € "," 74 930 € "," 222 290 € "," 107 700 € "," 72 620 € "," 64 440 € "," 84 430 € "," 85 550 € "," 82 790 € "," 221 850 € "," 73 880 € "," 77 480 € "," 81 330 € "," 80 370 € "," 66 450 € "," 91 860 € "," 86 210 € "," 73 770 € "," 144 330 € "," 95 990 € "," 58 260 € "," 85 870 € "," 138 070 € "," 111 610 € "," 158 310 € "," 24 000 € "," 88 720 € "," 73 940 € "," 173 330 € "," 61 580 € "," 117 790 € "," 108 980 € "," 271 350 € "," 97 450 € "," 111 800 € "," 76 140 € "," 61 070 € "," 74 470 € "," 81 670 € "," 125 570 € "," 109 200 € "
"738","31 m²"," 1 ","20,5 millió Ft","jó állapotú","nincs megadva","nincs megadva","földszint","nincs megadva","nincs","nincs megadva","gáz (konvektor)",NA,"nincs megadva","nincs megadva","nyugat","kertre néző","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","33 m²"," 1 ","25,3 millió Ft","felújított","összkomfortos","nincs megadva","3","több mint 10","van","3 m-nél alacsonyabb","távfűtés","nincs","nem","egy helyiségben","délnyugat","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","1981-2000 között",NA,"5 m²",NA,"nem vett részt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","48 m²"," 1 + 1 fél ","28,99 millió Ft","jó állapotú","nincs megadva","nincs megadva","2","nincs megadva","nincs","3 m-nél alacsonyabb","gáz (konvektor)",NA,"nincs megadva","nincs megadva","délnyugat","utcai","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","62 m²"," 1 + 2 fél ","39,85 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","3","nincs","3 m vagy magasabb","gáz (konvektor)","nincs","nem","külön helyiségben","délkelet","udvari","nem","legfelső emelet, nem tetőtéri","utca, közterület - ingyenes","1981-2000 között","15 000 Ft/hó","12 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","62 m²"," 2 ","49,9 millió Ft","újszerű","összkomfortos","nincs megadva","2","nincs megadva","nincs","nincs megadva","házközponti egyedi méréssel",NA,"nincs megadva","nincs megadva","délkelet","kertre néző","nincs megadva","tetőtéri","nincs megadva","2020",NA,"5 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","66 m²"," 2 ","45 millió Ft","jó állapotú","nincs megadva","nincs megadva","2","3","nincs","3 m-nél alacsonyabb","gáz (konvektor)","van","nincs megadva","külön helyiségben","délnyugat","nincs megadva","nincs megadva","nincs megadva","nincs megadva",NA,NA,"2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","46 m²"," 2 ","29,9 millió Ft","felújított","összkomfortos","nincs megadva","3","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel",NA,"igen","egy helyiségben","délnyugat","kertre néző","nincs megadva","nincs megadva","utca, közterület - ingyenes","1950-1980 között","9 000 Ft/hó",NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","93 m²"," 4 ","62 millió Ft","jó állapotú","összkomfortos","nincs megadva","4","4","nincs","3 m vagy magasabb","gáz (cirko)","nincs","nem","külön és egyben is","dél","utcai","nem","zárószint","önálló garázs","1950-1980 között","24 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","68 m²"," 3 ","32,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","7","van","3 m-nél alacsonyabb","házközponti egyedi méréssel",NA,"nem","külön helyiségben","délnyugat","utcai","nincs megadva","nem tetőtéri","utca, közterület","1981-2000 között",NA,"4 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","34 m²"," 1 ","30 millió Ft","jó állapotú","összkomfortos","nincs megadva","4","5","van","nincs megadva","gáz (cirko)","nincs","nincs megadva","egy helyiségben","dél","udvari","nem","nem tetőtéri","nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","66 m²"," 3 ","50 millió Ft","újszerű","összkomfortos","nincs megadva","2","4","van","3 m-nél alacsonyabb","gáz (cirko)","van","nem","külön helyiségben","délkelet","udvari","nem","nem tetőtéri","udvari beálló - benne van az árban","1981-2000 között",NA,"6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","74 m²"," 3 ","158 millió Ft","újszerű","luxus","nincs megadva","6","6","van","3 m-nél alacsonyabb","gáz (cirko)","van","nincs megadva","külön helyiségben","dél","panorámás","nincs megadva","nincs megadva","teremgarázs hely - benne van az árban","2011",NA,"110 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","47 m²"," 2 ","26,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","3","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nem","egy helyiségben","kelet","kertre néző","nem","nem tetőtéri","utca, közterület","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","55 m²"," 2 ","36,9 millió Ft","felújított","összkomfortos","nincs megadva","10 felett","több mint 10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel","van","igen","egy helyiségben","délnyugat","panorámás","nem","nem tetőtéri","utca, közterület - fizetős övezet","1981-2000 között","30 000 Ft/hó","5 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","78 m²"," 2 + 1 fél ","62 millió Ft","újszerű","nincs megadva","nincs megadva","2","2","nincs","3 m-nél alacsonyabb","gáz (cirko), megújuló energia","van","nincs megadva","külön helyiségben","kelet","kertre néző","nem","nincs megadva","teremgarázs hely - kötelező megvenni","2001-2010 között",NA,"7 m²","4 M Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","52 m²"," 2 ","32 millió Ft","felújított","nincs megadva","nincs megadva","4","4","nincs","nincs megadva","gáz (konvektor)",NA,"nincs megadva","külön helyiségben","dél","kertre néző","nem","nincs megadva","nincs megadva",NA,NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","158 m²"," 4 + 1 fél ","145 millió Ft","felújított","duplakomfortos","nincs megadva","2","3","nincs","3 m vagy magasabb","gáz (cirko)",NA,"nincs megadva","egy helyiségben","délnyugat","panorámás","nincs megadva","nincs megadva","nincs megadva","1950 előtt",NA,"16 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","46 m²"," 1 + 1 fél ","27,2 millió Ft","jó állapotú","nincs megadva","nincs megadva","4","nincs megadva","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel",NA,"nincs megadva","nincs megadva","nyugat","udvari","nincs megadva","nem tetőtéri","nincs megadva","1950-1980 között",NA,NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","37 m²"," 1 + 1 fél ","21,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","nincs megadva","nincs","nincs megadva","gáz (konvektor)","nincs","nem","nincs megadva","délnyugat","kertre néző","nem","nem tetőtéri","utca, közterület","1950-1980 között",NA,"2 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","71 m²"," 2 ","44,2 millió Ft","jó állapotú","nincs megadva","nincs megadva","1","2","nincs","nincs megadva","gáz (cirko)",NA,"nincs megadva","külön helyiségben","nyugat","utcai","nincs megadva","nem tetőtéri","udvari beálló - benne van az árban","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","58 m²"," 2 + 1 fél ","47,5 millió Ft","jó állapotú","komfortos","nincs megadva","3","3","nincs","3 m-nél alacsonyabb","gáz (konvektor)","nincs","nem","külön helyiségben","nincs megadva","utcai","nem","legfelső emelet, nem tetőtéri","utca, közterület - fizetős övezet","1950-1980 között",NA,"3 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","63 m²"," 3 ","35,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","félemelet","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs","nincs megadva","külön helyiségben","nyugat","kertre néző","nincs megadva","nincs megadva","utca, közterület - ingyenes","1950-1980 között","25 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","36 m²"," 1 ","24,5 millió Ft","felújított","összkomfortos","CC","2","4","van","3 m-nél alacsonyabb","házközponti egyedi méréssel","nincs","igen","egy helyiségben","délnyugat","utcai","nem",NA,"utca, közterület - fizetős övezet","1981-2000 között","27 000 Ft/hó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","42 m²"," 1 + 1 fél ",NA,"felújított","összkomfortos","nincs megadva","3","3","nincs","3 m vagy magasabb","gáz (cirko)",NA,"nem","nincs megadva","délnyugat","utcai","nem","nem tetőtéri","utca, közterület","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33,9 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","50 m²"," 2 ","29,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","1","4","nincs","3 m-nél alacsonyabb","távfűtés","nincs","nincs megadva","külön helyiségben","délnyugat","utcai","nincs megadva","nincs megadva","utca, közterület - ingyenes","1950-1980 között","25 000 Ft/hó","4 m²",NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","70 m²"," 2 ","42,99 millió Ft","jó állapotú","nincs megadva","nincs megadva","1","5","van","3 m vagy magasabb","gáz (cirko)",NA,"nincs megadva","nincs megadva","északkelet","udvari","nincs megadva","nincs megadva","utca, közterület","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","33 m²"," 1 ","24,19 millió Ft","jó állapotú","nincs megadva","nincs megadva","földszint","4","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs","igen","egy helyiségben","északnyugat","utcai","igen","nincs megadva","utca, közterület - ingyenes","1981-2000 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","56 m²"," 1 + 2 fél ",NA,"jó állapotú","összkomfortos","nincs megadva","9","10","van","3 m-nél alacsonyabb","távfűtés egyedi méréssel",NA,"nem","nincs megadva","dél","panorámás","nem","nem tetőtéri","utca, közterület","1950-1980 között",NA,NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31,5 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","100 m²"," 4 ","79,9 millió Ft","újszerű","összkomfortos","BB","földszint","2","nincs","3 m-nél alacsonyabb","megújuló energia, gáz (cirko)","van","nincs megadva","külön és egyben is","dél","udvari","igen","nincs megadva","udvari beálló - benne van az árban","2020",NA,"8 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","81 m²"," 3 + 1 fél ",NA,"újszerű","duplakomfortos","nincs megadva","3","3","van","3 m-nél alacsonyabb","házközponti egyedi méréssel",NA,"nem","nincs megadva","nincs megadva","kertre néző","nem","tetőtéri","önálló garázs - megvásárolható","2001-2010 között",NA,"16 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64,9 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","76 m²"," 3 + 1 fél ","51,9 millió Ft","felújított","összkomfortos","nincs megadva","félemelet","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","van","nem","külön helyiségben","délnyugat","kertre néző","igen","nem tetőtéri","udvari beálló - benne van az árban","1950-1980 között",NA,"4 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","46 m²"," 1 + 1 fél ",NA,"jó állapotú","összkomfortos","nincs megadva","8","10","van","3 m-nél alacsonyabb","távfűtés",NA,"nem","nincs megadva","kelet","utcai","nem","nem tetőtéri","utca, közterület","1950-1980 között",NA,NA,NA,"nincs megadva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26,5 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","78 m²"," 4 ",NA,"felújított","duplakomfortos","nincs megadva","földszint","nincs megadva","nincs","3 m vagy magasabb","gáz (cirko)",NA,"nem","nincs megadva","délkelet","utcai","nem","nem tetőtéri","udvari beálló - benne van az árban","1950 előtt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50,8 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","68 m²"," 2 + 1 fél ","34,2 millió Ft","jó állapotú","összkomfortos","nincs megadva","3","10","van","nincs megadva","távfűtés egyedi méréssel",NA,"igen","nincs megadva","dél","nincs megadva","nincs megadva","nincs megadva","nincs megadva","1950-1980 között",NA,"3 m²",NA,"részt vett",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","64 m²"," 2 ","43 millió Ft","felújított","összkomfortos","nincs megadva","2","2","nincs","3 m-nél alacsonyabb","gáz (cirko)",NA,"nem","egy helyiségben","délnyugat","nincs megadva","nincs megadva","nincs megadva","udvari beálló - megvásárolható","1981-2000 között",NA,"9 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","77 m²"," 3 ","41,9 millió Ft","jó állapotú","összkomfortos","nincs megadva","félemelet","3","nincs","3 m-nél alacsonyabb","gáz (cirko)","nincs","nem","egy helyiségben","nincs megadva","kertre néző","nem","nem tetőtéri","teremgarázs hely - benne van az árban","1950-1980 között",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","85 m²"," 4 ","69,5 millió Ft","újszerű","összkomfortos","AA","2","2","nincs megadva","3 m-nél alacsonyabb","gáz (cirko)","van","nincs megadva","külön és egyben is","dél","nincs megadva","nincs megadva","tetőtéri","udvari beálló - benne van az árban","2020",NA,"10 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","53 m²"," 2 + 1 fél ",NA,"felújított","összkomfortos","nincs megadva","3","3","nincs","3 m-nél alacsonyabb","távfűtés egyedi méréssel",NA,"nem","nincs megadva","délkelet","kertre néző","nem",NA,"udvari beálló - benne van az árban","1950-1980 között",NA,"6 m²",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34,9 millió Ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","50 m²"," 2 ","26,99 millió Ft","jó állapotú","összkomfortos","nincs megadva","2","4","nincs","3 m-nél alacsonyabb","távfűtés","van","nincs megadva","külön helyiségben","dél","utcai","nem","nem tetőtéri","utca, közterület - ingyenes","1981-2000 között",NA,"6 m²",NA,"nem vett részt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","70 m²"," 3 + 1 fél ","35,5 millió Ft","jó állapotú","összkomfortos","nincs megadva","földszint","5","nincs","nincs megadva","gáz (konvektor)","van","nem","külön helyiségben","nincs megadva","kertre néző","nincs megadva",NA,"utca, közterület - ingyenes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
